ObjectID,Applicant,FacilityType,cnn,LocationDescription,Address,blocklot,block,lot,permit,Status,FoodItems,X,Y,Latitude,Longitude,Schedule,NOISent,Approved,Received,PriorPermit,ExpirationDate,Location
427348,Mang Hang Catering,Truck,4083000,CLAY ST: BATTERY ST to SANSOME ST (400 - 499),432 CLAY ST,0206006,0206,006,13MFF-0039,REQUESTED,COLD TRUCK. Deli: bbq chicken skewer: Chinese spring roll: Chinese fried rice/noodle: fried chicken leg/wing: bbq chicken sandwich: chicken cheese burger: burrito: lumpia. Snack: sunflower seeds: muffins: chips: snickers: kit-kat: 10 types of chocolate. Drinks: Coke: 7-Up: Dr. Pepper: Pepsi: Redbull: Vitamin Water: Rockstar: Coconut Juice: Water. Hot drinks: coffee: tea.,6012459.069,2117555.691,37.7951055609814,-122.400876633726,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0039&ExportPDF=1&Filename=13MFF-0039_schedule.pdf,,,Mar 12 2013 10:39AM,1,03/15/2014 12:00:00 AM,[37.7951055747476,-122.400876633716]
428478,Paradise Catering,Truck,4194000,CLEMENTINA ST: 01ST ST to ECKER ST (1 - 37),19 CLEMENTINA ST,3736124,3736,124,13MFF-0084,APPROVED,Cold Truck: Sandwiches: snacks: prepackaged items: beverages:,6013968.817,2114630.492,37.7871577431391,-122.395447606303,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0084&ExportPDF=1&Filename=13MFF-0084_schedule.pdf,,03/20/2013 01:32:58 PM,Mar 18 2013  2:01PM,1,03/15/2014 12:00:00 AM,[37.787157756913,-122.395447606293]
425320,"Wexler, LLC",Truck,4313000,COMMERCIAL ST: LEIDESDORFF ST to MONTGOMERY ST (543 - 599),565 COMMERCIAL ST,0228010,0228,010,13MFF-0016,APPROVED,Traditional BBQ: Chicken: Ribs: Sandwiches: Sausages,6012004.849,2117204.765,37.7941166557094,-122.40242362612,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0016&ExportPDF=1&Filename=13MFF-0016_schedule.pdf,,02/27/2013 11:29:11 AM,Feb 27 2013 10:11AM,0,03/15/2014 12:00:00 AM,[37.7941166694765,-122.40242362611]
437224,Natan's Catering,Truck,4345000,CONNECTICUT ST: 17TH ST to MARIPOSA ST (100 - 199),146 CONNECTICUT ST,3983037,3983,037,13MFF-0102,APPROVED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,6013067.343,2106377.709,37.7644472955619,-122.397987371508,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0102&ExportPDF=1&Filename=13MFF-0102_schedule.pdf,,04/12/2013 02:43:48 PM,Apr 12 2013  2:33PM,1,03/15/2014 12:00:00 AM,[37.7644473093577,-122.397987371498]
331970,Golden Catering,Truck,4494000,CRESCENT AVE: ANDERSON ST to ELLSWORTH ST (600 - 699),601 CRESCENT AVE,5741016,5741,016,11MFF-0138,APPROVED,Cold Truck: Pre-packaged Sandwiches: Various Beverages: Salads: Snacks,6007810.618,2095762.19,37.7350052991284,-122.415417409745,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=11MFF-0138&ExportPDF=1&Filename=11MFF-0138_schedule.pdf,,03/11/2013 12:36:54 PM,Sep 19 2011  2:28PM,1,03/15/2014 12:00:00 AM,[37.7350053129528,-122.415417409735]
427353,Mang Hang Catering,Truck,4614000,DAVIDSON AVE: QUINT ST to RANKIN ST (1500 - 1599),1580 DAVIDSON AVE,5216029,5216,029,13MFF-0039,REQUESTED,COLD TRUCK. Deli: bbq chicken skewer: Chinese spring roll: Chinese fried rice/noodle: fried chicken leg/wing: bbq chicken sandwich: chicken cheese burger: burrito: lumpia. Snack: sunflower seeds: muffins: chips: snickers: kit-kat: 10 types of chocolate. Drinks: Coke: 7-Up: Dr. Pepper: Pepsi: Redbull: Vitamin Water: Rockstar: Coconut Juice: Water. Hot drinks: coffee: tea.,6015031.248,2099507.747,37.7456930261204,-122.390714584821,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0039&ExportPDF=1&Filename=13MFF-0039_schedule.pdf,,,Mar 12 2013 10:39AM,1,03/15/2014 12:00:00 AM,[37.7456930399344,-122.390714584811]
427919,Park's Catering,Truck,4615000,DAVIDSON AVE: RANKIN ST to SELBY ST (1600 - 1699),1650 DAVIDSON AVE,5215022,5215,022,13MFF-0072,APPROVED,Cold Truck: Hamburger: cheeseburgers: hot dogs: hot sandwiches: cold sandwiches: egg muffins: cup of noodles: corn dogs: canned soup: coffee: hot cocoa: hot tea: gatorade: juice: milk: soda: water: fruits: fruit salad: rice pudding: yogurt: candy bars: chips: cookies: donuts: granola bars: muffins,6014623.707,2099886.835,37.7467113030403,-122.392150319453,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0072&ExportPDF=1&Filename=13MFF-0072_schedule.pdf,,04/04/2013 08:44:08 AM,Mar 15 2013 10:24AM,1,03/15/2014 12:00:00 AM,[37.7467113168533,-122.392150319443]
338539,Bacon Bacon,Truck,4608000,DAVIS ST: CLAY ST to WASHINGTON ST (300 - 399),250 CLAY ST,0204023,0204,023,11MFF-0177,REQUESTED,Bacon burger: bacon grilled cheese: bacon sandwiches: bacon tacos: bacon fries: bacon strips: bacon caramel corn,6013152.997,2117758.426,37.7957009053169,-122.398489753587,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=11MFF-0177&ExportPDF=1&Filename=11MFF-0177_schedule.pdf,,,Oct  5 2011  1:19PM,0,,[37.7957009190825,-122.398489753577]
427798,Cheese Gone Wild,Truck,4609000,DAVIS ST: DAVIS CT \ JACKSON ST to BROADWAY (500 - 699),,0167010,0167,010,13MFF-0060,APPROVED,Grilled Cheese Sandwiches,6012974.89,2118691.505,37.7982529941715,-122.399171569524,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0060&ExportPDF=1&Filename=13MFF-0060_schedule.pdf,,06/06/2013 05:05:20 PM,Mar 14 2013 12:50PM,0,03/15/2014 12:00:00 AM,[37.7982530079346,-122.399171569514]
360528,Fisherman Fred's Catering,Truck,117000,DELANCEY ST: BRANNAN ST to END (600 - 699),Assessors Block 3789/Lot444,3789444,3789,444,12MFF-0067,EXPIRED,Cold Truck: Pre-packaged sandwiches: salads: hot dogs: burgers: beverages,6015600.531,2113001.267,37.7827748809449,-122.389688347351,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=12MFF-0067&ExportPDF=1&Filename=12MFF-0067_schedule.pdf,,03/14/2012 12:50:48 PM,Mar 14 2012 12:46PM,1,03/15/2013 12:00:00 AM,[37.782774894723,-122.389688347341]
427209,Linda's Catering,Truck,4806101,DIVISADERO ST: MCALLISTER ST to GOLDEN GATE AVE (901 - 999) -- WEST --,999 DIVISADERO ST,1156034,1156,034,13MFF-0038,APPROVED,Hot Dogs: Hamburgers: Nachos: Steaks: Pastas: Asian Dishes: Tri-Tip Sandwiches: Sodas & Water,6001382.637,2111693.088,37.778384300969,-122.438782388567,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0038&ExportPDF=1&Filename=13MFF-0038_schedule.pdf,,03/25/2013 03:24:25 PM,Mar 11 2013  4:49PM,1,03/15/2014 12:00:00 AM,[37.7783843147514,-122.438782388557]
427954,Daniel's Catering,Truck,25871000,DOLORES ST: 14TH ST intersection,2001 MARKET ST,3535001,3535,001,13MFF-0074,APPROVED,Cold Truck: Breakfast: Sandwiches: Salads: Pre-Packaged Snacks: Beverages,6004679.693,2107959.664,37.7683202495106,-122.427110643955,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0074&ExportPDF=1&Filename=13MFF-0074_schedule.pdf,,03/15/2013 11:24:54 AM,Mar 15 2013 11:21AM,1,03/15/2014 12:00:00 AM,[37.7683202633027,-122.427110643945]
434604,May Sun Kitchen,Truck,4907000,DONNER AVE: HAWES ST to INGALLS ST (1300 - 1399),1347 DONNER AVE,4909025,4909,025,13MFF-0100,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,6015246.528,2090674.566,37.7214508397335,-122.389353445076,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0100&ExportPDF=1&Filename=13MFF-0100_schedule.pdf,,04/08/2013 09:08:58 AM,Apr  5 2013  8:29AM,1,03/15/2014 12:00:00 AM,[37.721450853571,-122.389353445066]
427725,Singh Brothers Ice Cream,Truck,4908000,DONNER AVE: INGALLS ST to JENNINGS ST (1400 - 1499),1475 DONNER AVE,4910023,4910,023,13MFF-0059,APPROVED,Ice Cream: Pre-Packaged Chips: Candies: Bottled Water & Canned SODA,6014572.169,2091177.246,37.7227936887593,-122.391719666472,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0059&ExportPDF=1&Filename=13MFF-0059_schedule.pdf,,03/14/2013 10:29:49 AM,Mar 14 2013 10:25AM,1,03/15/2014 12:00:00 AM,[37.7227937025955,-122.391719666463]
429418,Paul's Catering,Truck,4908000,DONNER AVE: INGALLS ST to JENNINGS ST (1400 - 1499),1475 CARROLL AVE,4882026,4882,026,13MFF-0095,APPROVED,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages,6014733.709,2091343.759,37.7232598663241,-122.391172885969,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0095&ExportPDF=1&Filename=13MFF-0095_schedule.pdf,,03/25/2013 01:50:03 PM,Mar 25 2013  1:45PM,1,03/15/2014 12:00:00 AM,[37.7232598801599,-122.391172885959]
429431,Paul's Catering,Truck,4908000,DONNER AVE: INGALLS ST to JENNINGS ST (1400 - 1499),1450 DONNER AVE,4882025,4882,025,13MFF-0095,APPROVED,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages,6014749.836,2091269.372,37.7230565093389,-122.391111940642,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0095&ExportPDF=1&Filename=13MFF-0095_schedule.pdf,,03/25/2013 01:50:03 PM,Mar 25 2013  1:45PM,1,03/15/2014 12:00:00 AM,[37.7230565231749,-122.391111940632]
428094,May Catering,Truck,4909000,DONNER AVE: END to 03RD ST (1600 - 1699),1600 DONNER AVE,4881023,4881,023,13MFF-0081,APPROVED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,6014214.714,2091627.121,37.7240091065402,-122.392986782578,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0081&ExportPDF=1&Filename=13MFF-0081_schedule.pdf,,03/15/2013 03:49:09 PM,Mar 15 2013  3:46PM,1,03/15/2014 12:00:00 AM,[37.7240091203753,-122.392986782568]
427549,"San Francisco Carts & Concessions, Inc. DBA Stanley's Steamers Hot Dogs",Push Cart,30049000,DRUMM ST: CALIFORNIA ST intersection,5 THE EMBARCADERO,0234 017,0234,017,13MFF-0049,APPROVED,Hot dogs: condiments: soft pretzels: soft drinks: coffee: cold beverages: pastries: bakery goods: cookies: ice cream: candy: soups: churros: chestnuts: nuts: fresh fruit: fruit juices: desserts: potato chips and popcorn.,6013916.72,2117244.027,37.7943310032468,-122.395811053023,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0049&ExportPDF=1&Filename=13MFF-0049_schedule.pdf,,05/02/2013 10:47:08 AM,Mar 13 2013 11:06AM,1,03/15/2014 12:00:00 AM,[37.7943310170137,-122.395811053013]
427980,"Covered Dish Productions, LLC. dba. The Rib Whip",Truck,4972000,DRUMM ST: CLAY ST to WASHINGTON ST (200 - 299),253 DRUMM ST,0203013,0203,013,13MFF-0076,APPROVED,St. Louis Style Ribs: Pulled Pork Sandwich: Smoked Brisket: Smoked Chicken Drumsticks: Spinach Salad: Cole Slaw: Baked Beans: Mashed Potatoes: Grilled Asparagus: Mac & Cheese: Potato Salad: Buttermil Pie: Soda: Water,6013507.554,2117905.099,37.7961233802521,-122.397273204338,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0076&ExportPDF=1&Filename=13MFF-0076_schedule.pdf,,04/11/2013 10:40:38 AM,Mar 15 2013 12:36PM,1,03/15/2014 12:00:00 AM,[37.7961233940173,-122.397273204328]
427458,Curry Up Now,Truck,24571000,DRUMM ST: WASHINGTON ST intersection,370 DRUMM ST,0201012,0201,012,13MFF-0041,APPROVED,Chicken Tiki Masala Burritos: Paneer Tiki Masala Burritos: Samosas: Mango Lassi,6013693.222,2118189.172,37.7969137124835,-122.396650675264,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0041&ExportPDF=1&Filename=13MFF-0041_schedule.pdf,,03/13/2013 09:29:32 AM,Mar 12 2013 11:35AM,1,03/15/2014 12:00:00 AM,[37.796913726248,-122.396650675254]
434613,May Sun Kitchen,Truck,5070000,EDDY ST: BUCHANAN ST to WEBSTER ST (1300 - 1399),1346 EDDY ST,0733014,0733,014,13MFF-0100,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,6003979.585,2112907.843,37.7818671177731,-122.429885247192,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0100&ExportPDF=1&Filename=13MFF-0100_schedule.pdf,,04/08/2013 09:08:58 AM,Apr  5 2013  8:29AM,1,03/15/2014 12:00:00 AM,[37.7818671315521,-122.429885247182]
427342,Mang Hang Catering,Truck,5073000,EDDY ST: STEINER ST to PIERCE ST (1600 - 1699),1652 EDDY ST,0730 044,0730,044,13MFF-0039,REQUESTED,COLD TRUCK. Deli: bbq chicken skewer: Chinese spring roll: Chinese fried rice/noodle: fried chicken leg/wing: bbq chicken sandwich: chicken cheese burger: burrito: lumpia. Snack: sunflower seeds: muffins: chips: snickers: kit-kat: 10 types of chocolate. Drinks: Coke: 7-Up: Dr. Pepper: Pepsi: Redbull: Vitamin Water: Rockstar: Coconut Juice: Water. Hot drinks: coffee: tea.,6002540.818,2112839.086,37.7815967457602,-122.43485778844,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0039&ExportPDF=1&Filename=13MFF-0039_schedule.pdf,,,Mar 12 2013 10:39AM,1,03/15/2014 12:00:00 AM,[37.7815967595395,-122.43485778843]
427967,Bach Catering,Truck,5117000,EGBERT AVE: END to NEWHALL ST (1700 - 1798),1785 EGBERT AVE,5431A002,5431A,002,13MFF-0075,APPROVED,Cold Truck: Cheeseburgers: Burgers: Chicken Bake: Chili Dogs: Hot Dogs: Corn Dogs: Cup of Noodles: Egg Muffins: Tamales: Hot Sandwiches Quesadillas: Gatorade: Juice: Soda: Mikl: Coffee: Hot Cocoa: Hot Tea: Flan: Fruits: Fruit Salad: Yogurt: Candy: Chips:  Donuts: Cookies: Granola: Muffins & Various Drinks & Pre-Packaged Snacks.,6012684.311,2092414.577,37.7260861706723,-122.398332406177,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0075&ExportPDF=1&Filename=13MFF-0075_schedule.pdf,,03/26/2013 10:05:29 AM,Mar 15 2013 11:49AM,1,03/15/2014 12:00:00 AM,[37.7260861845053,-122.398332406167]
427964,Bach Catering,Truck,5118000,EGBERT AVE: NEWHALL ST to PHELPS ST (1800 - 1899),1828 EGBERT AVE,5434B005,5434B,005,13MFF-0075,APPROVED,Cold Truck: Cheeseburgers: Burgers: Chicken Bake: Chili Dogs: Hot Dogs: Corn Dogs: Cup of Noodles: Egg Muffins: Tamales: Hot Sandwiches Quesadillas: Gatorade: Juice: Soda: Mikl: Coffee: Hot Cocoa: Hot Tea: Flan: Fruits: Fruit Salad: Yogurt: Candy: Chips:  Donuts: Cookies: Granola: Muffins & Various Drinks & Pre-Packaged Snacks.,6012179.37,2092973.822,37.7275936019207,-122.400117226063,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0075&ExportPDF=1&Filename=13MFF-0075_schedule.pdf,,03/26/2013 10:05:29 AM,Mar 15 2013 11:49AM,1,03/15/2014 12:00:00 AM,[37.7275936157523,-122.400117226053]
427968,Bach Catering,Truck,5118000,EGBERT AVE: NEWHALL ST to PHELPS ST (1800 - 1899),1843 EGBERT AVE,5447053,5447,053,13MFF-0075,APPROVED,Cold Truck: Cheeseburgers: Burgers: Chicken Bake: Chili Dogs: Hot Dogs: Corn Dogs: Cup of Noodles: Egg Muffins: Tamales: Hot Sandwiches Quesadillas: Gatorade: Juice: Soda: Mikl: Coffee: Hot Cocoa: Hot Tea: Flan: Fruits: Fruit Salad: Yogurt: Candy: Chips:  Donuts: Cookies: Granola: Muffins & Various Drinks & Pre-Packaged Snacks.,6011893.793,2092823.701,37.7271654734939,-122.401093930725,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0075&ExportPDF=1&Filename=13MFF-0075_schedule.pdf,,03/26/2013 10:05:29 AM,Mar 15 2013 11:49AM,1,03/15/2014 12:00:00 AM,[37.7271654873259,-122.401093930715]
426106,"The New York Frankfurter Co. of CA, Inc. DBA: Annie's Hot Dogs",Push Cart,24892000,ELLIS ST: 04TH ST \ MARKET ST \ STOCKTON ST intersection,800 MARKET ST,0329001,0329,001,13MFF-0025,REQUESTED,Soft pretzels: hot dogs: sausages: chips: popcorn: sodea: coffee: espresso: cappucino: pastries: ice cream: Italian sausages: shish-ka-bob: churros: juice: water: various drinks.,6010729.654,2114081.536,37.7854697464899,-122.406615761073,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0025&ExportPDF=1&Filename=13MFF-0025_schedule.pdf,,,Mar  6 2013  9:05AM,1,03/15/2014 12:00:00 AM,[37.7854697602654,-122.406615761063]
347439,Celtic Catering,Truck,5169000,ELLIS ST: 04TH ST \ MARKET ST \ STOCKTON ST to POWELL ST (1 - 99),18 ELLIS ST,0327025,0327,025,11MFF-0198,REQUESTED,Eritrean & Irish Fusion Burgers: Irish Stew: Eritrean Stew:  Shepard's Pie: Beverages,6010757.673,2114220.017,37.7858515500431,-122.406528584914,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=11MFF-0198&ExportPDF=1&Filename=11MFF-0198_schedule.pdf,,,Dec 29 2011  2:57PM,0,03/15/2012 12:00:00 AM,[37.7858515638182,-122.406528584904]
425970,"VK Industries, Inc.",Truck,5169000,ELLIS ST: 04TH ST \ MARKET ST \ STOCKTON ST to POWELL ST (1 - 99),34 ELLIS ST,0307008,0307,008,13MFF-0023,APPROVED,Indian Street Food,6009885.084,2114861.905,37.7875651653788,-122.40959283348,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0023&ExportPDF=1&Filename=13MFF-0023_schedule.pdf,,03/13/2013 04:34:39 PM,Mar  5 2013 10:31AM,0,03/15/2014 12:00:00 AM,[37.7875651791523,-122.40959283347]
423102,Senor Sisig,Truck,5170000,ELLIS ST: POWELL ST to CYRIL MAGNIN ST (100 - 148),120 ELLIS ST,0326005,0326,005,13MFF-0010,APPROVED,Filipino fusion food: taco: burrito: nachos: rice plates,6010286.046,2114141.69,37.7856100863691,-122.408154764345,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0010&ExportPDF=1&Filename=13MFF-0010_schedule.pdf,,05/01/2013 11:48:41 AM,Feb 19 2013 11:23AM,0,03/15/2014 12:00:00 AM,[37.7856101001445,-122.408154764336]
427358,Mang Hang Catering,Truck,5178000,ELLIS ST: LARKIN ST to POLK ST (700 - 799),730 ELLIS ST,0717006,0717,006,13MFF-0039,REQUESTED,COLD TRUCK. Deli: bbq chicken skewer: Chinese spring roll: Chinese fried rice/noodle: fried chicken leg/wing: bbq chicken sandwich: chicken cheese burger: burrito: lumpia. Snack: sunflower seeds: muffins: chips: snickers: kit-kat: 10 types of chocolate. Drinks: Coke: 7-Up: Dr. Pepper: Pepsi: Redbull: Vitamin Water: Rockstar: Coconut Juice: Water. Hot drinks: coffee: tea.,6007315.572,2113769.269,37.7844207368995,-122.418405351782,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0039&ExportPDF=1&Filename=13MFF-0039_schedule.pdf,,,Mar 12 2013 10:39AM,1,03/15/2014 12:00:00 AM,[37.784420750676,-122.418405351773]
434639,May Sun Kitchen,Truck,5204000,ELM ST: FRANKLIN ST to GOUGH ST (300 - 399),368 ELM ST,0761033,0761,033,13MFF-0100,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,6005923.757,2112690.418,37.7813800288924,-122.423143846026,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0100&ExportPDF=1&Filename=13MFF-0100_schedule.pdf,,04/08/2013 09:08:58 AM,Apr  5 2013  8:29AM,1,03/15/2014 12:00:00 AM,[37.7813800426719,-122.423143846015]
427930,Park's Catering,Truck,5329000,EVANS AVE: HUNTERS POINT BLVD to JENNINGS ST \ MIDDLE POINT RD (1031 - 1099),1000 EVANS AVE,4580002,4580,002,13MFF-0072,APPROVED,Cold Truck: Hamburger: cheeseburgers: hot dogs: hot sandwiches: cold sandwiches: egg muffins: cup of noodles: corn dogs: canned soup: coffee: hot cocoa: hot tea: gatorade: juice: milk: soda: water: fruits: fruit salad: rice pudding: yogurt: candy bars: chips: cookies: donuts: granola bars: muffins,6019061.118,2096525.406,37.737726867682,-122.376572915361,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0072&ExportPDF=1&Filename=13MFF-0072_schedule.pdf,,04/04/2013 08:44:08 AM,Mar 15 2013 10:24AM,1,03/15/2014 12:00:00 AM,[37.7377268815037,-122.376572915352]
428024,F & C Catering,Truck,5329000,EVANS AVE: HUNTERS POINT BLVD to JENNINGS ST \ MIDDLE POINT RD (1031 - 1099),1000 EVANS AVE,4580002,4580,002,13MFF-0079,APPROVED,Cold Truck: Hot/Cold Sandwiches: Water: Soda: Juice: Snacks: Milk: Candies: Canned Food: Soups: Cup of Noodles: Fruit: Salad,6019061.118,2096525.406,37.737726867682,-122.376572915361,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0079&ExportPDF=1&Filename=13MFF-0079_schedule.pdf,,04/30/2013 03:37:27 PM,Mar 15 2013  1:55PM,1,03/15/2014 12:00:00 AM,[37.7377268815037,-122.376572915352]
428108,May Catering,Truck,5329000,EVANS AVE: HUNTERS POINT BLVD to JENNINGS ST \ MIDDLE POINT RD (1031 - 1099),1059 EVANS AVE,4603A005,4603A,005,13MFF-0081,APPROVED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,6018579.482,2096114.542,37.7365721824187,-122.378209667202,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0081&ExportPDF=1&Filename=13MFF-0081_schedule.pdf,,03/15/2013 03:49:09 PM,Mar 15 2013  3:46PM,1,03/15/2014 12:00:00 AM,[37.7365721962415,-122.378209667192]
